"subj","sex","age","period","group","mat_rank","groupmates","num_mat_kin","fai","rain","PC1","PC2","PC3","time_moving","time_groom_groomed","time_groom","time_groomed","time_playing","prop_gm_kin","prop_gm_nonkin","dfgc","cp"
"king","M",4.16427104722793,"p3","twn",0.364,29,5,187855194.336458,4.37741935483871,-3.03478724026135,-1.81581182904869,-0.460650607419757,15.8597662771285,0,0,0,5.00834724540902,0,0,-216.857142857143,0.254477798442083
"king","M",4.32854209445585,"p4","twn",0.364,29,5,53437630.8114583,1.9271186440678,-1.7207685572067,-1.19728308995191,-0.865091764117526,17.2465960665658,2.42057488653555,0.75642965204236,1.66414523449319,4.38729198184569,0.75642965204236,0,338.612857142857,-0.631462008882724
"mayh","F",5.46748802190281,"p1","gn",0.789,46,13,3671093.21778846,7.9016393442623,2.5578351204591,1.08308115259359,1.85882106246141,16.6666666666667,6.45833333333333,4.375,2.08333333333333,0,2.70833333333333,2.70833333333333,14.1083333333333,NA
"mayh","F",5.63449691991786,"p2","gn",0.789,46,13,61750456.8108974,8.70491803278689,2.80983044369813,-0.657938364382886,-0.510200631635641,15.1612903225806,10.8064516129032,4.83870967741935,5.96774193548387,0,2.41935483870968,2.41935483870968,336.708333333333,0.508395365541947
"mayh","F",5.80150581793292,"p3","gn",0.789,45,13,215585523.947596,4.37741935483871,1.75214018615362,-0.566926284355534,-0.367835719301761,17.195325542571,6.01001669449082,3.33889816360601,2.67111853088481,0,1.83639398998331,1.1686143572621,-256.616666666667,-0.0419788612724896
"mayh","F",5.96577686516085,"p4","gn",0.789,44,12,21231305.5269231,1.9271186440678,3.19651542306405,2.63983984207983,0.639979330983269,19.1489361702128,12.4620060790274,7.75075987841945,4.7112462006079,1.06382978723404,4.25531914893617,3.49544072948328,0.558333333333394,-0.697854352904659
"mend","F",5.57426420260096,"p1","gn",0.737,46,8,3671093.21778846,7.9016393442623,1.58370253609699,0.188372136767902,0.563752684580195,15.4166666666667,5.20833333333333,4.79166666666667,0.416666666666667,0.625,0.208333333333333,4.58333333333333,168.020512820513,-1.03457049942846
"mend","F",5.74127310061602,"p2","gn",0.737,46,8,61750456.8108974,8.70491803278689,1.89686200380799,-1.53746941395002,-0.833614639266472,19.2488262910798,9.38967136150235,4.22535211267606,5.16431924882629,0,1.56494522691706,2.660406885759,434.38717948718,1.24297507618275
"mend","F",5.90828199863107,"p3","gn",0.737,45,8,215585523.947596,4.37741935483871,0.883955949408086,-0.376306432858238,-0.379864960022741,21.5,4.16666666666667,1.66666666666667,2.5,0.666666666666667,0.166666666666667,1.33333333333333,-376.11282051282,0.978565513394085
"mend","F",6.072553045859,"p4","gn",0.737,44,8,21231305.5269231,1.9271186440678,2.54384882974829,2.37743035637854,0.163664244767466,22.1212121212121,4.39393939393939,3.63636363636364,0.757575757575758,0,0.909090909090909,2.72727272727273,-169.721153846154,-0.117629204991929
"mole","M",2.37645448323066,"p1","gn",0.737,46,8,3671093.21778846,7.9016393442623,1.90696352022989,-0.0748820107935717,0.694718504651341,24.1666666666667,10.4166666666667,7.91666666666667,2.5,0.208333333333333,6.25,0.833333333333333,-44.1904761904763,-0.921487031317449
"mole","M",2.54346338124572,"p2","gn",0.737,46,8,61750456.8108974,8.70491803278689,0.503509560297744,-0.926080214273344,0.914422081954643,22.9032258064516,3.54838709677419,1.7741935483871,1.7741935483871,0.483870967741935,1.7741935483871,0,-68.7571428571429,-0.378145407435564
"mole","M",2.71047227926078,"p3","gn",0.737,45,8,215585523.947596,4.37741935483871,0.447475675154742,-0.618862499396757,0.283744628224097,22.8333333333333,2.83333333333333,2,0.833333333333333,0.5,2,0,-44.2571428571429,-0.222206740039191
"mole","M",2.87474332648871,"p4","gn",0.737,44,8,21231305.5269231,1.9271186440678,0.646665011698881,-1.03242140171419,0.267058590428715,24.2424242424242,5.3030303030303,4.24242424242424,1.06060606060606,0.909090909090909,3.78787878787879,0.454545454545455,128.967857142857,0.865600255758065
"onyx","M",2.55441478439425,"p1","twn",0.909,29,3,3512770.18541667,7.9016393442623,-1.38990906813742,0.409047477628294,-1.62587264323303,18.9583333333333,2.08333333333333,0,2.08333333333333,4.16666666666667,0,0,-235.491666666667,0.626334910814514
"onyx","M",2.72142368240931,"p2","twn",0.909,29,3,62577136.4432916,8.70491803278689,-1.55382305817009,-0.00901129681561082,-2.07120222261127,18.1666666666667,3.33333333333333,1.33333333333333,2,6.66666666666667,0,1.33333333333333,51.7999999999999,-0.257735014949897
"onyx","M",2.88843258042437,"p3","twn",0.909,29,3,187855194.336458,4.37741935483871,-2.43189083226948,-1.28620469725985,-0.564538317011695,17.3333333333333,0.833333333333333,0.333333333333333,0.5,6.66666666666667,0.166666666666667,0.166666666666667,-0.265000000000077,0.0769907514510413
"onyx","M",3.05270362765229,"p4","twn",0.909,29,3,53437630.8114583,1.9271186440678,-0.528373276691282,-1.67188940651401,-0.542802550664155,18.2094081942337,5.15933232169954,2.27617602427921,2.88315629742033,0.606980273141123,1.21396054628225,1.06221547799697,125.15,0.486025944749284
"pam","F",2.48323066392882,"p1","twn",0.091,29,4,3512770.18541667,7.9016393442623,2.13978293102125,-1.0813934793314,-0.142190862230944,21.25,11.4583333333333,5,6.45833333333333,0,2.08333333333333,3.125,44.5283333333333,-0.246869351963904
"pam","F",2.65023956194387,"p2","twn",0.091,29,4,62577136.4432916,8.70491803278689,-0.41966353803357,-1.64245305326613,-0.323871187345097,19.134775374376,2.32945091514143,0.998336106489185,1.33111480865225,0.998336106489185,0,0.998336106489185,-310.713333333333,0.85576448898573
"pam","F",2.81724845995893,"p3","twn",0.091,29,4,187855194.336458,4.37741935483871,-0.271140083074325,-2.08987729813066,-0.251305211382215,22.20367278798,1.83639398998331,1.3355592654424,0.500834724540901,0.500834724540901,0.1669449081803,1.1686143572621,73.7533333333334,0.769216084772303
"pam","F",2.98151950718686,"p4","twn",0.091,29,4,53437630.8114583,1.9271186440678,0.25817265803849,-0.834615051899176,-0.314212064695217,17.8787878787879,3.63636363636364,1.66666666666667,1.96969696969697,1.06060606060606,0,1.66666666666667,114.753333333333,-0.415208438011836
"peke","M",4.67077344284736,"p1","tws",0.174,55,2,10523384.2534722,7.9016393442623,-1.86025569875438,1.37557158957059,-0.828719012614004,17.9916317991632,0.836820083682008,0.209205020920502,0.627615062761506,5.23012552301255,0.209205020920502,0,-46.8,0.0516320935459142
"peke","M",4.83778234086242,"p2","tws",0.174,55,2,70500030.8786388,8.70491803278689,-0.144731833731454,-1.36561079672295,1.22836893696536,24.0322580645161,4.03225806451613,1.45161290322581,2.58064516129032,0,0.645161290322581,0.806451612903226,-16.2,-0.281085011587771
"peke","M",5.00479123887748,"p3","tws",0.174,54,2,237846630.790277,4.37741935483871,-4.37034361866971,0.126205011566048,-1.45912610561039,17.8333333333333,1.16666666666667,0,1.16666666666667,15.1666666666667,0,0,-232.325,0.275110708407962
"peke","M",5.16906228610541,"p4","tws",0.174,53,2,56043211.3340276,1.9271186440678,-2.7041548076224,1.0569453206259,-0.788220877240043,19.2424242424242,1.21212121212121,0,1.21212121212121,5.45454545454545,0,0,283.625,0.245375017043521
"petr","F",5.41273100616016,"p1","twn",0.091,29,4,3512770.18541667,7.9016393442623,3.91927942631273,-0.850674371865225,-2.38597629873857,15.0313152400835,16.2839248434238,10.8559498956159,5.42797494780793,0,8.1419624217119,2.92275574112735,22.7133333333334,-0.358390569194814
"petr","F",5.57973990417522,"p2","twn",0.091,29,4,62577136.4432916,8.70491803278689,2.6301834827912,-2.02874461642451,-2.74969587999628,18.3333333333333,13.8333333333333,9.66666666666667,4.16666666666667,0,6.5,3.16666666666667,-69.6616666666666,0.0650395191781665
"petr","F",5.74674880219028,"p3","twn",0.091,29,4,187855194.336458,4.37741935483871,1.91634285304924,-1.86182524969141,-1.3403468005367,15.5,10,5.66666666666667,4.33333333333333,0,2.16666666666667,3.5,407.513333333333,0.555571239734001
"petr","F",5.91101984941821,"p4","twn",0.091,29,4,53437630.8114583,1.9271186440678,0.212559403505067,-1.29378587733284,-0.357465228857018,15.1515151515152,4.39393939393939,2.72727272727273,1.66666666666667,0.303030303030303,1.51515151515152,1.21212121212121,-354.886666666667,0.359947153224573
"pira","M",4.59411362080767,"p1","gn",0.947,46,5,3671093.21778846,7.9016393442623,0.371217405941601,1.10795995892304,2.52719011827696,16.875,2.91666666666667,2.91666666666667,0,0,0,2.91666666666667,809.96,-0.522435444909596
"pira","M",4.76112251882272,"p2","gn",0.947,46,5,61750456.8108974,8.70491803278689,-0.478257589302268,0.14583519759816,0.440569081761981,15.4838709677419,4.19354838709677,2.25806451612903,1.93548387096774,3.2258064516129,0.967741935483871,1.29032258064516,-309.34,-0.422822277591258
"pira","M",4.92813141683778,"p3","gn",0.947,45,5,215585523.947596,4.37741935483871,-1.23419615731506,0.931117884950502,0.206265063194967,15.5,1.66666666666667,0.5,1.16666666666667,5.66666666666667,0.5,0,-216.133333333333,0.261469139860581
"pira","M",5.09240246406571,"p4","gn",0.947,44,6,21231305.5269231,1.9271186440678,-2.35181652145156,2.45222056943672,0.357712673596884,23.1818181818182,1.66666666666667,1.06060606060606,0.606060606060606,11.0606060606061,0,0.909090909090909,-105.298333333333,0.516751351836394
"renl","M",2.34633812457221,"p1","gn",0.263,46,4,3671093.21778846,7.9016393442623,0.469266000712031,-1.31705583619656,1.07496660490467,23.3333333333333,3.125,0.625,2.5,0,0.625,0,767.47794117647,-0.792358816215764
"renl","M",2.51334702258727,"p2","gn",0.263,46,4,61750456.8108974,8.70491803278689,-0.115393378530744,-1.19054116308589,0.330030034889778,23.7096774193548,2.74193548387097,0.806451612903226,1.93548387096774,1.29032258064516,0,0.806451612903226,-423.44705882353,0.397283708446585
"renl","M",2.68035592060233,"p3","gn",0.263,45,4,215585523.947596,4.37741935483871,-1.40692217556202,0.0388334900286515,0.0847836009524815,19.6666666666667,0.166666666666667,0,0.166666666666667,2.33333333333333,0,0,-130.52205882353,0.00200739619064239
"renl","M",2.84462696783025,"p4","gn",0.263,44,4,21231305.5269231,1.9271186440678,-1.87447450768747,0.153475241209503,-0.260366833968293,20.7488299531981,2.80811232449298,1.40405616224649,1.40405616224649,6.55226209048362,1.40405616224649,0,-212.913725490196,0.377922452161025
"ropa","M",5.6974674880219,"p1","gn",0.263,46,4,3671093.21778846,7.9016393442623,1.42536506335447,1.77361581834337,1.0493129919531,14.5833333333333,6.875,2.08333333333333,4.79166666666667,0.416666666666667,0,2.08333333333333,48.1161764705882,0.153812670893331
"ropa","M",5.86447638603696,"p2","gn",0.263,46,4,61750456.8108974,8.70491803278689,0.244743276940427,-0.244700142499889,-0.419396976486731,19.0322580645161,5.80645161290323,1.93548387096774,3.87096774193548,1.7741935483871,0.806451612903226,1.12903225806452,239.316176470588,0.530603685840475
"ropa","M",6.03148528405202,"p3","gn",0.263,45,4,215585523.947596,4.37741935483871,0.1094791304916,0.233870975417363,-0.950604444914995,14.1666666666667,3.83333333333333,2.66666666666667,1.16666666666667,2.33333333333333,0.666666666666667,1.83333333333333,79.2661764705882,-0.0376727892060575
"ropa","M",6.19575633127995,"p4","gn",0.263,44,4,21231305.5269231,1.9271186440678,-1.39757772402566,1.91182517112514,0.631689955679176,14.7192716236722,1.82094081942337,1.36570561456753,0.455235204855842,4.85584218512898,0.303490136570561,0.910470409711684,-293.358823529412,-0.25924295692219
"ruki","M",4.52566735112936,"p1","twn",0.273,29,2,3512770.18541667,7.9016393442623,-2.11879742575555,0.396987411878889,-1.35623375250557,17.4636174636175,3.74220374220374,1.87110187110187,1.87110187110187,5.61330561330561,1.24740124740125,0.623700623700624,744.931764705882,-0.374740130927101
"ruki","M",4.69267624914442,"p2","twn",0.273,29,2,62577136.4432916,8.70491803278689,-2.6719708965702,0.615153127034061,-0.995206468575297,18.5,0.833333333333333,0.5,0.333333333333333,7.33333333333333,0,0.5,-14.1382352941177,-0.574090884678669
"ruki","M",4.85968514715948,"p3","twn",0.273,29,2,187855194.336458,4.37741935483871,-2.48594429076238,-0.916480418719102,-1.07416078580716,17.6666666666667,3.83333333333333,0.333333333333333,3.5,8.5,0.333333333333333,0,-511.388235294118,-0.474926519260121
"ruki","M",5.02395619438741,"p4","twn",0.273,29,2,53437630.8114583,1.9271186440678,-3.22157333177822,0.0915990111429383,-0.366581151401479,22.8787878787879,0.151515151515152,0.151515151515152,0,8.03030303030303,0,0.151515151515152,-405.638235294118,-0.0781140045618642
"safi","F",2.51334702258727,"p1","twn",0.818,29,3,3512770.18541667,7.9016393442623,2.40587156323625,0.140775746828629,-0.877234232916535,16.2,7.8,6.4,1.4,0,0.8,6.4,-3.53499999999991,-0.522644439133525
"safi","F",2.68035592060233,"p2","twn",0.818,29,3,62577136.4432916,8.70491803278689,2.77936707815845,-0.797423629055178,-1.59389651429095,18.448275862069,10,5.68965517241379,4.31034482758621,0,0.344827586206897,5.3448275862069,-218.16,-0.284840300036624
"safi","F",2.84736481861739,"p3","twn",0.818,29,3,187855194.336458,4.37741935483871,0.142399432911361,-2.09115744142489,0.252030929845912,17.1666666666667,3.5,2,1.5,0,0,2,-116.86,0.759930518935604
"safi","F",3.01163586584531,"p4","twn",0.818,29,3,53437630.8114583,1.9271186440678,1.38776195759083,-1.48575705639558,-1.59077182167398,18.7878787878788,10.3030303030303,5.15151515151515,5.15151515151515,0.151515151515152,2.87878787878788,2.27272727272727,284.015,0.223809630730514
"sevi","F",2.39835728952772,"p1","tws",0.87,55,5,10523384.2534722,7.9016393442623,3.36661159427875,-0.010280318004466,-0.617202528588008,16.25,13.9583333333333,5.625,8.33333333333333,0,3.33333333333333,2.29166666666667,NA,NA
"sevi","F",2.56536618754278,"p2","tws",0.87,55,5,70500030.8786388,8.70491803278689,-0.150865463763572,-0.752431906056748,0.0678761864394667,18.3870967741935,1.7741935483871,1.61290322580645,0.161290322580645,1.12903225806452,0.32258064516129,1.29032258064516,-135.2,0.18895636751677
"sevi","F",2.73237508555784,"p3","tws",0.87,54,5,237846630.790277,4.37741935483871,-0.309164282597285,0.543849468443471,0.565983536510977,19.134775374376,3.49417637271215,2.66222961730449,0.831946755407654,1.83028286189684,0.332778702163062,2.32945091514143,-155.5,0.0568159453394286
"sevi","F",2.89664613278576,"p4","tws",0.87,53,5,56043211.3340276,1.9271186440678,0.913829772273885,0.458368614911211,0.508091759074735,18.9473684210526,3.7593984962406,2.25563909774436,1.50375939849624,0.75187969924812,0.451127819548872,1.80451127819549,290.7,-0.0317838303441535
"spad","F",5.61806981519507,"p1","gn",0.368,46,8,3671093.21778846,7.9016393442623,4.41055526960056,0.453495727034934,-0.499879579837739,17.2557172557173,18.2952182952183,9.97920997920998,8.31600831600832,0,6.02910602910603,3.95010395010395,472.975,-0.58228269269934
"spad","F",5.78507871321013,"p2","gn",0.368,46,8,61750456.8108974,8.70491803278689,1.6621702613838,-0.748513137851995,0.181925140731829,18.0645161290323,5.80645161290323,3.54838709677419,2.25806451612903,0.161290322580645,1.7741935483871,1.7741935483871,-405.433333333333,-0.057066176544265
"spad","F",5.95208761122519,"p3","gn",0.368,45,8,215585523.947596,4.37741935483871,0.676324206721689,-0.521660946611089,0.641734236972796,19.7635135135135,3.04054054054054,2.53378378378378,0.506756756756757,0,0,2.53378378378378,-67.2999999999999,0.423086287784544
"spad","F",6.11635865845311,"p4","gn",0.368,44,8,21231305.5269231,1.9271186440678,1.96269577785455,0.6153365405312,-0.00431837386713997,17.0953101361573,8.16944024205749,5.29500756429652,2.87443267776097,0.302571860816944,1.81543116490166,3.47957639939486,-101.6,0.322657958550385
"spor","F",1.98220396988364,"p1","gn",0.368,46,8,3671093.21778846,7.9016393442623,1.49738146875591,-1.76258096225683,-0.490264027263945,19.2946058091286,9.12863070539419,1.2448132780083,7.88381742738589,0,1.2448132780083,0,760.3875,0.551037863735207
"spor","F",2.1492128678987,"p2","gn",0.368,46,8,61750456.8108974,8.70491803278689,1.28509845163969,-1.30494910567396,-0.232179673380323,19.6774193548387,6.12903225806452,3.06451612903226,3.06451612903226,0,1.29032258064516,1.7741935483871,149.6375,-0.613588528985041
"spor","F",2.31622176591376,"p3","gn",0.368,45,8,215585523.947596,4.37741935483871,-0.0897468631683034,-0.499359132742617,-0.162352527601473,21,4.33333333333333,0.666666666666667,3.66666666666667,0.666666666666667,0.666666666666667,0,-193.6325,0.18496185922382
"spor","F",2.48049281314168,"p4","gn",0.368,44,8,21231305.5269231,1.9271186440678,0.0573923546210337,-0.539294536920642,0.340531323901693,21.6666666666667,4.39393939393939,1.66666666666667,2.72727272727273,1.21212121212121,1.21212121212121,0.454545454545455,-477.8875,0.097657570724911
"stel","F",2.31895961670089,"p1","gn",0.684,46,6,3671093.21778846,7.9016393442623,0.475043338700937,-1.50013919453278,-0.300484269329319,19.6,7.8,3.8,4,0,3.8,0,648.345833333333,NA
"stel","F",2.48596851471595,"p2","gn",0.684,46,6,61750456.8108974,8.70491803278689,-0.108021513568888,-2.03706540804257,0.984294048249501,21.6478190630048,3.39256865912763,1.93861066235864,1.45395799676898,0.484652665589661,1.93861066235864,0,-70.7375,-0.398762592411286
"stel","F",2.65297741273101,"p3","gn",0.684,45,6,215585523.947596,4.37741935483871,-0.834558573451263,-0.874490876056931,0.620745505968705,20.1666666666667,0.166666666666667,0.166666666666667,0,1.16666666666667,0,0.166666666666667,-79.7875,-0.311845630865878
"stel","F",2.81724845995893,"p4","gn",0.684,44,6,21231305.5269231,1.9271186440678,-0.803311632649173,0.835223817162234,-0.278617511639182,22.2727272727273,4.24242424242424,2.27272727272727,1.96969696969697,4.84848484848485,1.51515151515152,0.757575757575758,-268.5875,-0.0783737174871401
"stre","F",6.49418206707734,"p1","gn",0.684,46,6,3671093.21778846,7.9016393442623,3.88899304327469,1.29812480446212,-0.644846458320405,12.7083333333333,12.9166666666667,6.25,6.66666666666667,0,0,6.25,258.930769230769,-0.0346666183552108
"stre","F",6.6611909650924,"p2","gn",0.684,46,6,61750456.8108974,8.70491803278689,1.22833466629256,-2.04204783980058,0.027936562496745,20.6451612903226,5,3.54838709677419,1.45161290322581,0,0.32258064516129,3.2258064516129,251.264102564103,0.0697260435786458
"stre","F",6.82819986310746,"p3","gn",0.684,45,6,215585523.947596,4.37741935483871,2.80969351291866,0.0354291368005151,-1.27487796092408,21.6666666666667,7.66666666666667,4.83333333333333,2.83333333333333,0,2.5,2.33333333333333,-219.044230769231,0.968022049105485
"stre","F",6.99247091033539,"p4","gn",0.684,44,6,21231305.5269231,1.9271186440678,4.49789207226503,2.46594174709175,-2.2213568231367,18.4848484848485,12.5757575757576,7.87878787878788,4.6969696969697,0.454545454545455,1.51515151515152,6.36363636363636,-98.8692307692307,-0.0707984565460141
"tatu","M",6.50239561943874,"p1","tws",1,55,4,10523384.2534722,7.9016393442623,-1.48887779660176,-0.266295456235509,1.54514440795855,17.5,1.25,0.208333333333333,1.04166666666667,3.125,0,0.208333333333333,48.04375,-0.247448413558791
"tatu","M",6.6694045174538,"p2","tws",1,55,4,70500030.8786388,8.70491803278689,0.121208479948907,-0.426777281298961,0.889373803871864,20.6119162640902,2.73752012882448,0.966183574879227,1.77133655394525,0.322061191626409,0.805152979066022,0.161030595813205,37.1187499999999,-0.512046932248775
"tatu","M",6.83641341546886,"p3","tws",1,54,3,237846630.790277,4.37741935483871,-1.70840361998509,0.358173005337396,1.15188903711408,18.3333333333333,0.166666666666667,0,0.166666666666667,3.66666666666667,0,0,-273.23125,-0.477518128944188
"tatu","M",7.00068446269678,"p4","tws",1,53,3,56043211.3340276,1.9271186440678,-1.16453448352284,0.524173544869588,2.2408463549303,20.0303490136571,0.455235204855842,0,0.455235204855842,1.97268588770865,0,0,160.06375,0.602749886449755
"tesl","F",2.49691991786448,"p1","tws",1,55,4,10523384.2534722,7.9016393442623,0.193889336276021,-0.760066274144519,1.83171589063115,27.4,3.4,0.2,3.2,0,0.2,0.2,31.4642857142857,NA
"tesl","F",2.66392881587953,"p2","tws",1,55,4,70500030.8786388,8.70491803278689,1.71484253884199,-1.46144723773961,-1.20006486051867,18.2258064516129,12.9032258064516,4.19354838709677,8.70967741935484,0,3.70967741935484,0.483870967741935,56.5392857142857,-0.364314806791835
"tesl","F",2.83093771389459,"p3","tws",1,54,3,237846630.790277,4.37741935483871,1.01237456210621,0.803924488807044,0.16584334941721,19.1666666666667,3.83333333333333,0.666666666666667,3.16666666666667,1,0.333333333333333,0.333333333333333,-56.5857142857143,0.0311154481280027
"tesl","F",2.99520876112252,"p4","tws",1,53,3,56043211.3340276,1.9271186440678,-0.142619496406016,1.55327802251029,-0.671292329178493,16.9117647058824,4.55882352941176,2.64705882352941,1.91176470588235,2.5,1.61764705882353,1.02941176470588,-15.6857142857144,0.120223809502611
"ting","M",4.78576317590691,"p2","gn",0.526,46,5,61750456.8108974,8.70491803278689,-0.649551180507672,0.279968313456259,-0.489972225689617,14.6537842190016,3.7037037037037,0.966183574879227,2.73752012882448,1.77133655394525,0.805152979066022,0.161030595813205,-143.358333333333,0.0795705451968631
"ting","M",4.95277207392197,"p3","gn",0.526,45,5,215585523.947596,4.37741935483871,-1.26349062397618,-0.67405797466522,0.00623002194657324,20.3333333333333,0.5,0.333333333333333,0.166666666666667,1.83333333333333,0.166666666666667,0.166666666666667,120.254166666667,0.279977949689585
"ting","M",5.1170431211499,"p4","gn",0.526,44,6,21231305.5269231,1.9271186440678,-0.544580754442112,0.499370719988077,0.9321210546477,22.7617602427921,3.33839150227618,1.06221547799697,2.27617602427921,3.33839150227618,0.758725341426404,0.303490136570561,23.1041666666667,0.283417535013291
